Name,Link
hi-b-6 tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-58210-127/hi-b-6-tablet-er/details
hi-b-complex-100 tablet (OTC),https://www.webmd.com/drugs/2/drug-58461-6106/hi-b-complex-100-tablet/details
hi-b-complex-50 tablet (OTC),https://www.webmd.com/drugs/2/drug-58460-6106/hi-b-complex-50-tablet/details
hi-po b w/c capsule (OTC),https://www.webmd.com/drugs/2/drug-58628-9038/hi-po-b-w-c-capsule/details
high b complex 100 tablet (OTC),https://www.webmd.com/drugs/2/drug-10556-6106/high-b-complex-100-tablet/details
high b-complex 100 tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-58513-6106/high-b-complex-100-tablet-er/details
high potency b complex with c tablet (OTC),https://www.webmd.com/drugs/2/drug-855-9038/high-potency-b-complex-with-c-tablet/details
high potency b complex/b12/c tablet (OTC),https://www.webmd.com/drugs/2/drug-897-9038/high-potency-b-complex-b12-c-tablet/details
high potency b-complex w/c tablet (OTC),https://www.webmd.com/drugs/2/drug-58659-9038/high-potency-b-complex-w-c-tablet/details
high-b complex 100 tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-58470-6106/high-b-complex-100-tablet-er/details
high-b complex 50 capsule (OTC),https://www.webmd.com/drugs/2/drug-58441-6106/high-b-complex-50-capsule/details
high-b complex 75 tablet (OTC),https://www.webmd.com/drugs/2/drug-58471-6106/high-b-complex-75-tablet/details
hipo b w/c capsule (OTC),https://www.webmd.com/drugs/2/drug-58560-9038/hipo-b-w-c-capsule/details
hm b complex/c tablet (),https://www.webmd.com/drugs/2/drug-3428-9038/hm-b-complex-c-tablet/details
hm balanced b-100 tr tablet, extended release (),https://www.webmd.com/drugs/2/drug-10659-6106/hm-balanced-b-100-tr-tablet-er/details
hm balanced b-50 tr tablet, extended release (),https://www.webmd.com/drugs/2/drug-10658-6106/hm-balanced-b-50-tr-tablet-er/details
hm vitamin b-1 tablet (),https://www.webmd.com/drugs/2/drug-10904-131/hm-vitamin-b-1-tablet/details
hm vitamin b-12 tablet (),https://www.webmd.com/drugs/2/drug-10906-1249/hm-vitamin-b-12-tablet/details
hm vitamin b-12 tr tablet, extended release (),https://www.webmd.com/drugs/2/drug-10908-1249/hm-vitamin-b-12-tr-tablet-er/details
hm vitamin b-6 tablet (),https://www.webmd.com/drugs/2/drug-10910-127/hm-vitamin-b-6-tablet/details
hm vitamin b-6 tr tablet, extended release (),https://www.webmd.com/drugs/2/drug-11303-127/hm-vitamin-b-6-tr-tablet-er/details
hyperhep b s-d syringe (RX),https://www.webmd.com/drugs/2/drug-147911-1178/hyperhep-b-s-d-syringe/details
hyperhep b s-d vial (RX),https://www.webmd.com/drugs/2/drug-147882-1178/hyperhep-b-s-d-vial/details
iron bisgly,ps-fa-b-c#12-succ tablet (),https://www.webmd.com/drugs/2/drug-155270-280/iron-bisgly-ps-fa-b-c12-succ-tablet/details
iron fum-fa-b complex-c-mins tablet (),https://www.webmd.com/drugs/2/drug-64055-280/iron-fum-fa-b-complex-c-mins-tablet/details
iron fum-vit c-b complex-fa tablet (),https://www.webmd.com/drugs/2/drug-18584-280/iron-fum-vit-c-b-complex-fa-tablet/details
iron w/vitamin c & b complex tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-59673-9280/iron-w-vitamin-c-b-complex-tablet-er/details
iron,carb-b complex-vit c-fa tablet (OTC),https://www.webmd.com/drugs/2/drug-63798-280/iron-carb-b-complex-vit-c-fa-tablet/details
iron-fa-vit b cmplx #16-mag-zn liquid (),https://www.webmd.com/drugs/2/drug-165881-8280/iron-fa-vit-b-cmplx-16-mag-zn-liquid/details
iron-vit b cplx-minerals-fa elixir (RX),https://www.webmd.com/drugs/2/drug-63544-8280/iron-vit-b-cplx-minerals-fa-elixir/details
iron-vitamin b complex with c liquid (OTC),https://www.webmd.com/drugs/2/drug-89218-8280/iron-vitamin-b-complex-with-c-liquid/details
iron-vitamin b complex with c tablet (OTC),https://www.webmd.com/drugs/2/drug-89218-280/iron-vitamin-b-complex-with-c-tablet/details
l. acidophilus-b. animalis-fos 5 billion cell oral powder packet (),https://www.webmd.com/drugs/2/drug-162518-1275/l-acidophilus-b-animalis-fos-powder-packet/details
l. gasseri-b. bifidum-b longum capsule (),https://www.webmd.com/drugs/2/drug-155834-1275/l-gasseri-b-bifidum-b-longum-capsule/details
l. reuteri-b. infantis-fos 2 billion cell effervescent tablet (),https://www.webmd.com/drugs/2/drug-180981-1275/l-reuteri-bifido-infantis-fos-tablet-effervescent/details
l.acidoph, paracasei,b. lactis capsule (),https://www.webmd.com/drugs/2/drug-167832-1275/l-acidoph-paracasei-b-lactis-capsule/details
magna b + c capsule (OTC),https://www.webmd.com/drugs/2/drug-58723-6106/magna-b-c-capsule/details
maxi-b-300 tablet (OTC),https://www.webmd.com/drugs/2/drug-58901-9038/maxi-b-300-tablet/details
mdl super b/c tablet (),https://www.webmd.com/drugs/2/drug-2644-9038/mdl-super-b-c-tablet/details
mega b tablet (OTC),https://www.webmd.com/drugs/2/drug-58485-6106/mega-b-tablet/details
mega b-12 tablet (OTC),https://www.webmd.com/drugs/2/drug-60299-1249/mega-b-12-tablet/details
mega b-50 tablet (OTC),https://www.webmd.com/drugs/2/drug-58484-6106/mega-b-50-tablet/details
mega b-6 tablet (OTC),https://www.webmd.com/drugs/2/drug-58206-127/mega-b-6-tablet/details
mega-b tablet (OTC),https://www.webmd.com/drugs/2/drug-7683-6106/mega-b-tablet/details
melatonin 5 mg-pyridoxine (vitamin b6) 1 mg tablet vitamin b-6 (),https://www.webmd.com/drugs/2/drug-17428-7311/melatonin/details
melatonin-b6 (pyridoxal phosphate) 2.5 mg-338 mcg sublingual tablet vitamin b-6 (),https://www.webmd.com/drugs/2/drug-165109-7311/melatonin-with-vitamin-b-6-tablet/details
meningococcal b vacc,4-cmp(pf) syringe (RX),https://www.webmd.com/drugs/2/drug-166014-1603/meningococcal-b-vacc-4-cmppf-syringe/details
milco-b tablet (OTC),https://www.webmd.com/drugs/2/drug-58490-6106/milco-b-tablet/details
milco-b-forte tablet (OTC),https://www.webmd.com/drugs/2/drug-9644-9038/milco-b-forte-tablet/details
minette b w/c capsule (RX),https://www.webmd.com/drugs/2/drug-58613-9038/minette-b-w-c-capsule/details
multi-b-plex capsule (OTC),https://www.webmd.com/drugs/2/drug-58571-9038/multi-b-plex-capsule/details
multi-b-plus tablet (RX),https://www.webmd.com/drugs/2/drug-7938-9038/multi-b-plus-tablet/details
multi-vit w/e and b-12 tablet (OTC),https://www.webmd.com/drugs/2/drug-58840-9038/multi-vit-w-e-and-b-12-tablet/details
multivitamin-a,b,d,e,k,zn 1,000 unit-800 mcg chewable tablet (),https://www.webmd.com/drugs/2/drug-173691-5249/multivitamin-a-b-d-e-k-zn-tablet-chewable/details
multivitamin-a,b,d,e,k,zn 500 unit-400 mcg/ml oral drops (),https://www.webmd.com/drugs/2/drug-173691-4249/multivitamin-a-b-d-e-k-zn-drops/details
multivitamin-a,b,d,e,k,zn capsule (),https://www.webmd.com/drugs/2/drug-173691-9038/multivitamin-a-b-d-e-k-zn-capsule/details
multivitamin/minerals w/b, c tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-59298-3249/multivitamin-minerals-w-b-c-tablet-er/details
mv-mn-folic-cal-vit k-b comp,c tablet (),https://www.webmd.com/drugs/2/drug-175359-9038/mv-mn-folic-cal-vit-k-b-comp-c-tablet/details
n.meningitidis b (a05 & b01)(fhbp) component 120 mcg/0.5 ml im syringe (RX),https://www.webmd.com/drugs/2/drug-187818-1603/n-meningitidis-b-fhbp-rec-comp-syringe/details
n.meningitidis b,lipid fhbp rc syringe (RX),https://www.webmd.com/drugs/2/drug-167289-1603/n-meningitidis-b-lipid-fhbp-rc-syringe/details
natural b-100 complex tablet (RX/OTC),https://www.webmd.com/drugs/2/drug-58497-6106/natural-balanced-b-100/details
natural b-100 tablet (),https://www.webmd.com/drugs/2/drug-77656-6106/natural-b-100/details
natural b-complex tablet (OTC),https://www.webmd.com/drugs/2/drug-58495-6106/natural-b-complex-tablet/details
neo poly b sulf dex drops, suspension (RX),https://www.webmd.com/drugs/2/drug-60609-5072/neo-poly-b-sulf-dex-drops-suspension/details
neuro b-12 forte s solution (RX),https://www.webmd.com/drugs/2/drug-21954-2038/neuro-b-12-forte-s-solution/details
neuro b-12 s solution (RX),https://www.webmd.com/drugs/2/drug-21083-2038/neuro-b-12-s-solution/details
niavasc 500 mg tablet,extended release niacin/niacinamide (vitamin b-3) (),https://www.webmd.com/drugs/2/drug-180832-126/niavasc/details
niavasc 750 mg tablet,extended release niacin/niacinamide (vitamin b-3) (),https://www.webmd.com/drugs/2/drug-180831-126/niavasc/details
nion b plus c tablet (OTC),https://www.webmd.com/drugs/2/drug-58658-9038/nion-b-plus-c-tablet/details
om-3-dha-epa-d3-b12-fa-b-6-phy capsule (),https://www.webmd.com/drugs/2/drug-157164/om-3-dha-epa-d3-b12-fa-b-6-phy-capsule/details
orabase-b gel (OTC),https://www.webmd.com/drugs/2/drug-13849-1459/orabase-b-gel/details
osco b complex 50 tr tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-14748-6106/osco-b-complex-50-tr-tablet-er/details
osco b complex/c stress form tablet (OTC),https://www.webmd.com/drugs/2/drug-2792-9038/osco-b-complex-c-stress-form-tablet/details
osco high potency b complex tr tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-1794-6106/osco-high-potency-b-complex-tr-tablet-er/details
osco high potency b complex/c tablet (OTC),https://www.webmd.com/drugs/2/drug-202-9038/osco-high-potency-b-complex-c-tablet/details
osco vitamin b-12 tr tablet, extended release (),https://www.webmd.com/drugs/2/drug-350-1249/osco-vitamin-b-12-tr-tablet-er/details
otic-care (neomy-polymyx b-hc) solution (RX),https://www.webmd.com/drugs/2/drug-15466-196/care-neomy-polymyx-b-hc-solution/details
otic-care (neomy-polymyx b-hc) suspension (RX),https://www.webmd.com/drugs/2/drug-15466-8196/care-neomy-polymyx-b-hc-suspension/details
pan b-12 vial solution (RX),https://www.webmd.com/drugs/2/drug-60334-2038/pan-b-12-vial-solution/details
pan-b-1 tablet (OTC),https://www.webmd.com/drugs/2/drug-58157-131/pan-b-1-tablet/details
pan-b-6 tablet (OTC),https://www.webmd.com/drugs/2/drug-58196-127/pan-b-6-tablet/details
par b and c capsule (OTC),https://www.webmd.com/drugs/2/drug-58579-9038/par-b-and-c-capsule/details
pediatric multivitamins-a,b,d,e,k,zn 500 unit-400 mcg/ml oral drops (),https://www.webmd.com/drugs/2/drug-165714-4249/multivitamins-a-b-d-e-k-zn/details
penbraya menb component (pf) 120 mcg/0.5 ml intramuscular syringe meningococcal vaccines - serogroup b (RX),https://www.webmd.com/drugs/2/drug-187853-1603/penbraya-menb-component-syringe/details
physicians ez use b-12 kit (RX),https://www.webmd.com/drugs/2/drug-164931-2038/physicians-ez-use-b-12-kit/details
plan b one-step (OTC),https://www.webmd.com/drugs/2/drug-152719-1347/plan-b-one-step/details
pnv no 52-iron b-g suc-pro-fa tablet (RX),https://www.webmd.com/drugs/2/drug-93764-7126/pnv-no-52-iron-b-g-suc-pro-fa-tablet/details
pnv53-iron b-g hcl-p-fa-omega3 combination package (),https://www.webmd.com/drugs/2/drug-152668-7126/pnv53-iron-b-g-hcl-p-fa-omega3-combination-package/details
pnv53-iron b-g suc-p-fa-omega3 combination package (RX),https://www.webmd.com/drugs/2/drug-152534-7126/pnv53-iron-b-g-suc-p-fa-omega3-combination-package/details
pnv54-iron b-g hcl-p-fa-omega3 combination package (),https://www.webmd.com/drugs/2/drug-152545-7126/pnv54-iron-b-g-hcl-p-fa-omega3-combination-package/details
pnv54-iron b-g suc-p-fa-omega3 combination package (RX),https://www.webmd.com/drugs/2/drug-152533-7126/pnv54-iron-b-g-suc-p-fa-omega3-combination-package/details
polycin b ointment (RX),https://www.webmd.com/drugs/2/drug-15389-782/polycin-b-ointment/details
polymyxin b sul-trimethoprim drops (RX),https://www.webmd.com/drugs/2/drug-3408-7321/polymyxin-b-sul-trimethoprim-drops/details
polymyxin b sul-trimethoprim drops (RX),https://www.webmd.com/drugs/2/drug-64692-7321/polymyxin-b-sul-trimethoprim-drops/details
poten b-150 cr tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-17752-6106/poten-b-150-cr-tablet-er/details
prehevbrio (pf) 10 mcg/ml intramuscular suspension hepatitis b vaccine (RX),https://www.webmd.com/drugs/2/drug-183372-8157/prehevbrio-vial/details
presgen b (OTC),https://www.webmd.com/drugs/2/drug-163480-4172/presgen-b/details
quin b strong (),https://www.webmd.com/drugs/2/drug-161484-6106/quin-b-strong/details
rephresh pro-b 5 billion cell capsule antidiarrheal formulations with gut flora microorganisms (),https://www.webmd.com/drugs/2/drug-155568-1275/rephresh-pro-b/details
resp syncytial virus vac, pref a and b (pf) 120 mcg/0.5 ml im solution (RX),https://www.webmd.com/drugs/2/drug-186907-2503/rsv-vac-pref-a-and-bpf-solution-reconstituted-recon-soln/details
riabni 10 mg/ml intravenous solution immunomodulator, b-lymphocyte stimulator (blys)-spec  inhib (RX),https://www.webmd.com/drugs/2/drug-180592-9327/riabni-vial/details
ruxience 10 mg/ml concentrate,intravenous immunomodulator, b-lymphocyte stimulator (blys)-spec  inhib (RX),https://www.webmd.com/drugs/2/drug-178644-9327/ruxience-vial/details
sav-on b comp/vitamin b-12 capsule (),https://www.webmd.com/drugs/2/drug-1406-6106/sav-on-b-comp-vitamin-b-12-capsule/details
sav-on high pot b comp 100 tr tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-18731-6106/sav-on-high-pot-b-comp-100-tr-tablet-er/details
sav-on vitamin b-12 tr tablet, extended release (),https://www.webmd.com/drugs/2/drug-1407-1249/sav-on-vitamin-b-12-tr-tablet-er/details
sav-on vitamin b-6 tr tablet, extended release (),https://www.webmd.com/drugs/2/drug-1408-127/sav-on-vitamin-b-6-tr-tablet-er/details
senior vitamin b-12 tablet (OTC),https://www.webmd.com/drugs/2/drug-60298-1249/senior-vitamin-b-12-tablet/details
senior vitamin-b complex-c tablet (RX),https://www.webmd.com/drugs/2/drug-90935-9038/senior-vitamin-b-complex-c-tablet/details
sheri b-12 elixir (OTC),https://www.webmd.com/drugs/2/drug-58524-6106/sheri-b-12-elixir/details
softgels multivitamins-a,b,d,e,k,zn 1,000 unit-800 mcg capsule (),https://www.webmd.com/drugs/2/drug-165743-9038/multivitamins-a-b-d-e-k-zn/details
stress b complex a/f tablet (OTC),https://www.webmd.com/drugs/2/drug-3052-280/stress-b-complex-a-f-tablet/details
stress b complex w/c tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-58673-6106/stress-b-complex-w-c-tablet-er/details
stress b complex/c/biotin tablet (OTC),https://www.webmd.com/drugs/2/drug-10045-9038/stress-b-complex-c-biotin-tablet/details
stress b complex/iron tablet (OTC),https://www.webmd.com/drugs/2/drug-19434-280/stress-b-complex-iron-tablet/details
stress b complex/zinc tablet (OTC),https://www.webmd.com/drugs/2/drug-3049-9038/stress-b-complex-zinc-tablet/details
stress b tablet (OTC),https://www.webmd.com/drugs/2/drug-58486-6106/stress-b-tablet/details
stress b with vitamin c tablet (OTC),https://www.webmd.com/drugs/2/drug-58644-9038/stress-b-with-vitamin-c-tablet/details
stress b with zinc (),https://www.webmd.com/drugs/2/drug-159874-9038/stress-b-with-zinc/details
stress b-100 tr tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-16896-6106/stress-b-100-tr-tablet-er/details
stress b-600 with c and zinc capsule, extended release (OTC),https://www.webmd.com/drugs/2/drug-91172-6106/stress-b-600-with-c-and-zinc-capsule-er/details
stress b-600 with c tablet (OTC),https://www.webmd.com/drugs/2/drug-58671-9038/stress-b-600-with-c-tablet/details
stress b-biotin tablet (),https://www.webmd.com/drugs/2/drug-77654-6106/stress-b/details
stress b-complex (),https://www.webmd.com/drugs/2/drug-155409-6106/stress-b-complex/details
stress b/iron tablet (OTC),https://www.webmd.com/drugs/2/drug-3050-280/stress-b-iron-tablet/details
stress mins b w/zinc tablet (OTC),https://www.webmd.com/drugs/2/drug-58748-9038/stress-mins-b-w-zinc-tablet/details
super b complex & c tablet (),https://www.webmd.com/drugs/2/drug-21085-9038/super-b-complex-c-tablet/details
super b complex + c tablet (RX/OTC),https://www.webmd.com/drugs/2/drug-144634-9038/super-b-complex-c-tablet/details
super b complex 100 tablet (OTC),https://www.webmd.com/drugs/2/drug-58452-6106/super-b-complex-100-tablet/details
super b complex 150 tablet (OTC),https://www.webmd.com/drugs/2/drug-58453-6106/super-b-complex-150-tablet/details
super b complex 27 mg-300 mg tablet (OTC),https://www.webmd.com/drugs/2/drug-10619-280/super-b-complex-tablet/details
super b complex 50 capsule (OTC),https://www.webmd.com/drugs/2/drug-58432-6106/super-b-complex-50-capsule/details
super b complex tablet (OTC),https://www.webmd.com/drugs/2/drug-10619-6106/super-b-complex-tablet/details
super b complex w/vitamin c tablet (),https://www.webmd.com/drugs/2/drug-58647-9038/super-b-complex-w-vitamin-c-tablet/details
super b complex with c (),https://www.webmd.com/drugs/2/drug-3073-9038/super-b-complex-with-c/details
super b complex-b-12 tablet (OTC),https://www.webmd.com/drugs/2/drug-77655-6106/super-b-complex-b-12-tablet/details
super b complex-vitamin c tablet (),https://www.webmd.com/drugs/2/drug-77693-9038/super-b-complex-vitamin-c/details
super b complex/c tablet (),https://www.webmd.com/drugs/2/drug-3072-9038/super-b-complex-c-tablet/details
super b maxi complex (),https://www.webmd.com/drugs/2/drug-170191-6106/super-b-maxi-complex/details
super b w/c capsule (OTC),https://www.webmd.com/drugs/2/drug-58583-9038/super-b-w-c-capsule/details
super b with c capsule (OTC),https://www.webmd.com/drugs/2/drug-58609-9038/super-b-with-c-capsule/details
super b-100 tablet (OTC),https://www.webmd.com/drugs/2/drug-58455-6106/super-b-100-tablet/details
super b-150 tablet (OTC),https://www.webmd.com/drugs/2/drug-58456-6106/super-b-150-tablet/details
super b-50 b complex capsule (),https://www.webmd.com/drugs/2/drug-3074-6106/super-b-50-b-complex-capsule/details
super b-50 capsule (OTC),https://www.webmd.com/drugs/2/drug-58433-6106/super-b-50-capsule/details
super b-50 complex (),https://www.webmd.com/drugs/2/drug-58448-6106/super-b-50-complex/details
super b-50 complex plus tablet (),https://www.webmd.com/drugs/2/drug-58483-6106/super-b-50-complex-plus/details
super b-50 improved tablet (OTC),https://www.webmd.com/drugs/2/drug-11168-6106/super-b-50-improved-tablet/details
super b-6 tablet (OTC),https://www.webmd.com/drugs/2/drug-58203-127/super-b-6-tablet/details
super b-c tablet (OTC),https://www.webmd.com/drugs/2/drug-783-9038/super-b-c-tablet/details
super b-complex tablet (OTC),https://www.webmd.com/drugs/2/drug-58661-9038/super-b-complex-tablet/details
super b-complex w/liver, iron tablet (OTC),https://www.webmd.com/drugs/2/drug-11271-9038/super-b-complex-w-liver-iron-tablet/details
super potency b-complex w/c capsule (OTC),https://www.webmd.com/drugs/2/drug-58574-9038/super-potency-b-complex-w-c-capsule/details
super-b-100 tablet (RX/OTC),https://www.webmd.com/drugs/2/drug-58463-6106/super-b-100-tablet/details
super-b-50 capsule (OTC),https://www.webmd.com/drugs/2/drug-58435-6106/super-b-50-capsule/details
synthetic conj estrogens b tablet (RX),https://www.webmd.com/drugs/2/drug-144011-27/synthetic-conj-estrogens-b-tablet/details
thera-b capsule (RX),https://www.webmd.com/drugs/2/drug-58623-9038/thera-b-capsule/details
therapeutic b complex w/c capsule (OTC),https://www.webmd.com/drugs/2/drug-58572-9038/therapeutic-b-complex-w-c-capsule/details
therapeutic b complex/c capsule (OTC),https://www.webmd.com/drugs/2/drug-3122-9038/therapeutic-b-complex-c-capsule/details
therapeutic b with c tablet (OTC),https://www.webmd.com/drugs/2/drug-58656-9038/therapeutic-b-with-c-tablet/details
thiamine vitamin b-1 tablet (),https://www.webmd.com/drugs/2/drug-58160-131/thiamine-vitamin-b-1-tablet/details
time-b-50 tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-58517-6106/time-b-50-tablet-er/details
tl-b/c capsule (OTC),https://www.webmd.com/drugs/2/drug-58614-9038/tl-b-c-capsule/details
total b complex tablet (OTC),https://www.webmd.com/drugs/2/drug-58468-6106/total-b-complex-tablet/details
total b w/c capsule (OTC),https://www.webmd.com/drugs/2/drug-58582-9038/total-b-w-c-capsule/details
total b/c tablet (),https://www.webmd.com/drugs/2/drug-3138-9038/total-b-with-c/details
triasyn b capsule (OTC),https://www.webmd.com/drugs/2/drug-58439-6106/triasyn-b-capsule/details
truxima 10 mg/ml concentrate,intravenous immunomodulator, b-lymphocyte stimulator (blys)-spec  inhib (RX),https://www.webmd.com/drugs/2/drug-178295-9327/truxima-vial/details
tussi pres-b (OTC),https://www.webmd.com/drugs/2/drug-94888-4172/tussi-pres-b/details
ultra b-100 complex tablet (),https://www.webmd.com/drugs/2/drug-11169-6106/ultra-b-100-complex/details
ultra b-100 tablet (OTC),https://www.webmd.com/drugs/2/drug-58459-6106/ultra-b-100-tablet/details
ultra b-50 tablet (OTC),https://www.webmd.com/drugs/2/drug-58458-6106/ultra-b-50-tablet/details
ultra b-6 tablet (OTC),https://www.webmd.com/drugs/2/drug-58199-127/ultra-b-6-tablet/details
ultra hi-b complex tablet (OTC),https://www.webmd.com/drugs/2/drug-58472-6106/ultra-hi-b-complex-tablet/details
uni b-plex forte capsule (RX),https://www.webmd.com/drugs/2/drug-58443-6106/uni-b-plex-forte-capsule/details
uni b-plex w/c capsule (OTC),https://www.webmd.com/drugs/2/drug-58600-9038/uni-b-plex-w-c-capsule/details
uni-b-c capsule (OTC),https://www.webmd.com/drugs/2/drug-6537-9038/uni-b-c-capsule/details
uroav-b 118 mg-10 mg-40.8 mg-36 mg capsule (RX),https://www.webmd.com/drugs/2/drug-171464-1441/uroav-b/details
v-r balanced b-100 tablet (),https://www.webmd.com/drugs/2/drug-58510-6106/v-r-balanced-b-100-tablet/details
v-r balanced b-50 tablet (),https://www.webmd.com/drugs/2/drug-58511-6106/v-r-balanced-b-50-tablet/details
v-r vitamin b-1 tablet (),https://www.webmd.com/drugs/2/drug-11621-131/v-r-vitamin-b-1-tablet/details
v-r vitamin b-12 tablet (),https://www.webmd.com/drugs/2/drug-11556-1249/v-r-vitamin-b-12-tablet/details
v-r vitamin b-12 tr tablet, extended release (),https://www.webmd.com/drugs/2/drug-1008-1249/v-r-vitamin-b-12-tr-tablet-er/details
v-r vitamin b-6 tablet (),https://www.webmd.com/drugs/2/drug-5497-127/v-r-vitamin-b-6-tablet/details
vinacal b 20 mg iron-1 mg-25 mg/25 tablets (),https://www.webmd.com/drugs/2/drug-165112-280/vinacal-b/details
vit b cmplex 3-fa-c-biot-zn ox tablet (),https://www.webmd.com/drugs/2/drug-152551-6106/vit-b-cmplex-3-fa-c-biot-zn-ox-tablet/details
vit b cmplx #9-fa-vit c-vit e tablet (RX),https://www.webmd.com/drugs/2/drug-150483-6106/vit-b-cmplx-9-fa-vit-c-vit-e-tablet/details
vit b cmplx #9-iron-fa-vitc,e tablet (RX),https://www.webmd.com/drugs/2/drug-150412-280/vit-b-cmplx-9-iron-fa-vitc-e-tablet/details
vit b cmplx 3-fa-vit c-biotin tablet (),https://www.webmd.com/drugs/2/drug-150486-6106/vit-b-cmplx-3-fa-vit-c-biotin-tablet/details
vit b comp w/c capsule (OTC),https://www.webmd.com/drugs/2/drug-58587-9038/vit-b-comp-w-c-capsule/details
vit b comp,c-vit e-fa-sel-zn tablet (RX),https://www.webmd.com/drugs/2/drug-18580-540/vit-b-comp-c-vit-e-fa-sel-zn-tablet/details
vit b comp-c-fa-iron sulf-vite tablet (),https://www.webmd.com/drugs/2/drug-162317-280/vit-b-comp-c-fa-iron-sulf-vite-tablet/details
vit b complex 100 combo no.2 tablet, extended release (),https://www.webmd.com/drugs/2/drug-152834-6106/vit-b-complex-combo-no-2-tablet-er/details
vit b complex and c no.24-ferrous fum 66 mg-folic 1,000 mcg tablet (),https://www.webmd.com/drugs/2/drug-178369-280/vit-b-comp-c-no-24-iron-folic-tablet/details
vit b complex with c #13-fa-d3 tablet,disintegrating (),https://www.webmd.com/drugs/2/drug-155379-9038/vit-b-complex-with-c-13-fa-d3-tablet-disintegrating/details
vit b complex-c-folic ac-zinc tablet (),https://www.webmd.com/drugs/2/drug-174952-9038/vit-b-complex-c-folic-ac-zinc-tablet/details
vit b complex-folic acid tablet (),https://www.webmd.com/drugs/2/drug-104-2288/vit-b-complex-folic-acid-tablet/details
vit b cplx #11-fa-c-biot-zinc tablet (),https://www.webmd.com/drugs/2/drug-152589-6106/vit-b-cplx-11-fa-c-biot-zinc-tablet/details
vit b,c-fa-zinc-selen-vit d3-e tablet (),https://www.webmd.com/drugs/2/drug-174960-9038/vit-b-c-fa-zinc-selen-vit-d3-e-tablet/details
vit b2-niac-b-6-b12-d-panth liquid (),https://www.webmd.com/drugs/2/drug-148389-6106/vit-b2-niac-b-6-b12-d-panth-liquid/details
vit balanced b-100 tablet (OTC),https://www.webmd.com/drugs/2/drug-64434-6106/vit-balanced-b-100-tablet/details
vit-b-complex tablet (),https://www.webmd.com/drugs/2/drug-58475-6106/vit-b-complex-tablet/details
vit-b-complex-10 capsule (OTC),https://www.webmd.com/drugs/2/drug-58606-9038/vit-b-complex-10-capsule/details
vita b comp w/c capsule (OTC),https://www.webmd.com/drugs/2/drug-58619-9038/vita-b-comp-w-c-capsule/details
vita-plus b-12 solution (RX),https://www.webmd.com/drugs/2/drug-58531-2038/vita-plus-b-12-solution/details
vital b-50 tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-58512-6106/vital-b-50-tablet-er/details
vitamin b and c capsule (OTC),https://www.webmd.com/drugs/2/drug-58634-9038/vitamin-b-and-c-capsule/details
vitamin b comp w/c + ferr sulf tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-59678-9280/vitamin-b-comp-w-c-ferr-sulf-tablet-er/details
vitamin b comp with vit c no.6 tablet (RX),https://www.webmd.com/drugs/2/drug-146963-9038/vitamin-b-comp-with-vit-c-no-6-tablet/details
vitamin b complex (),https://www.webmd.com/drugs/2/drug-1986-6106/vitamin-b-complex/details
vitamin b complex 100 #2-herbs tablet (),https://www.webmd.com/drugs/2/drug-152838-6106/vitamin-b-complex-2-herbs-tablet/details
vitamin b complex 100 #3-herbs tablet (),https://www.webmd.com/drugs/2/drug-152840-6106/vitamin-b-complex-3-herbs-tablet/details
vitamin b complex and c comb no.22-folic acid 1,000 mcg tablet (),https://www.webmd.com/drugs/2/drug-186949-9038/vit-b-complex-vit-c-folic-acid-tablet/details
vitamin b complex c w/b-12 tablet (OTC),https://www.webmd.com/drugs/2/drug-58645-9038/vitamin-b-complex-c-w-b-12-tablet/details
vitamin b complex capsule (),https://www.webmd.com/drugs/2/drug-3387-6106/vitamin-b-complex/details
vitamin b complex no.10-fa tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-151260-6106/vitamin-b-complex-no-10-fa-tablet-er/details
vitamin b complex tablet (),https://www.webmd.com/drugs/2/drug-1976-6106/vitamin-b-complex/details
vitamin b complex w/c capsule (),https://www.webmd.com/drugs/2/drug-58601-9038/vitamin-b-complex-w-c-capsule/details
vitamin b complex w/vitamin c capsule (),https://www.webmd.com/drugs/2/drug-58585-9038/vitamin-b-complex-w-vitamin-c-capsule/details
vitamin b complex with c capsule (OTC),https://www.webmd.com/drugs/2/drug-58610-9038/vitamin-b-complex-with-vit-c/details
vitamin b complex-100 tablet (OTC),https://www.webmd.com/drugs/2/drug-58506-6106/vitamin-b-complex-100-tablet/details
vitamin b complex-8 tablet (OTC),https://www.webmd.com/drugs/2/drug-18988-9038/vitamin-b-complex-8-tablet/details
